Part,NCode,Branch,DateTime,Type,OP,Description
B304582,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Rapid glueing of light-weight materials such as foam&#44 plastic&#44<br/>rubber&#44 leather&#44 textiles&#44 metal&#44 varnished sheet metal&#44 wood&#44<br/>styropor and many more.
B304582,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shake well and spray a thin and uniform layer approximately<br/>25cm on both surfaces.<br/>Allow for approximately 5 minutes for the product to evaporate&#44<br/>then position the parts together and press firmly.
B304582,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The bonding material should be dry&#44 dirt and grease free.
B304582,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universally deployable contact adhesive.<br/>Fast and secure bonding.<br/>1 Can = 2.5 m² applied on both sides.<br/>Optimal spray pattern for each application by 6-way adjustable<br/>spray head.
B304582,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B304582,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Basis: Styrene-butadiene rubber.<br/>Colour: transparent / light yellow.<br/>Application temperature: +10ºc to +35ºc.<br/>Drying (two-sided application): approximately 15 minutes.<br/>Temperature resistance: Max. 80ºc.<br/>Fox value: 222g / can.<br/>Cleaning: Clean immediately after use with Turpentine / White Spirit<br/>or Acetone.
B304921,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Flexible magnetic lifter with<br/>powerful permanent magnet.
B304921,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B304921,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Working length 375mm and<br/>420mm respectively.
B307327,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B310425,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Moulding for wall mounting.<br/>Suitable for storage bins (6x 9x K3 or K4).<br/>Suitable for BERA system boxes (6x or 9x BERA BERA 3 4 or 5).
B310425,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B316512,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Chrome-Vanadium steel.<br/>Polished Jaw.<br/>Twelve point ring head is set at a 15° angle.<br/>Ring and shaft are matt chromed.<br/>Embodiment according to DIN 3113.
B316512,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B317039,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B319775,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B319783,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B32455,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Lubricating components that are exposed to high pressure&#44<br/>impacts and vibrations&#44 such as door bolts&#44 gear wheels&#44<br/>sprockets&#44 wire ropes&#44 runners and fork links.
B32455,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shake the can before use.<br/>Clean the surface.<br/>Spray and let evaporate.<br/>After sustained use&#44 hold the can upside down and briefly spray<br/>to clean the nozzle and the valve.
B32455,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Avoid direct contact with food.
B32455,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Optimum lubrication through high quality lubricant with<br/>PTFE additives and excellent creep properties.<br/>Special additives ensure even at high pressure and vibration<br/>intensive rehydration and long-term lubrication.<br/>Displaces splash&#44 moisture and inhibits rust.<br/>Prevents and eliminates squeaking and creaking.<br/>Approved corrosion protection according to DIN 50021 (salt spray)<br/>and DIN 50017 (condensed water).<br/>Stable viscosity at different temperatures.<br/>By NSF H2 approved&#44 the product can be used in food-level<br/>range&#44 but direct contact with food should be avoided.
B32455,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B32455,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistant: -30°c to +250°c.<br/>Capacity to absorb pressure up tobis: 2400 - 2600 N.<br/>Colour: Brownish.
B325074,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B330396,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for quick and airtight mounting flange and plug connections within the exhaust system.
B330396,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Prevents corrosion which facilitates disassembly.<br/>Ensures density.
B330396,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B330450,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Chrome-Vanadium steel&#44 burnished.<br/>The plastic stopper in the cap 17 and 19 mm prevents<br/>damage to chrome wheel nuts.
B330450,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B331112,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B331791,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for sheet metal<br/>(steel copper&#44 brass&#44 aluminium)&#44<br/>plastic and plexi-glass.
B331791,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Use Berner’s Drilling and Cutting Oil Art.No. B911371<br/>to cool and lubricate while drilling.
B331791,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The drill is made of a high-grade industrial HSS steel with a high molybdenum content&#44 that is extremely tough and wear-resistant.<br/>Exact working by single or double groove preventing the run away from the point.<br/>No need to re-measure due to readable drilling diameter in the chip-groove.<br/>Automatic chamfering and deburring by the phase to the next larger diameter.<br/>One-sided cutting edge reduces vibrations.
B331791,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B332224,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B339547-500,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,For thin and/or soft materials such as wood&#44 insulation&#44 plastics&#44 plasterboard.
B339547-500,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Peel Type.
B339547-500,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,500
B339563,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Stable bracket with plastic<br/>pistol grip.<br/>Blades are easily removed and<br/>inserted by adjusting screw.<br/>Designed for junior saws 150mm.
B339563,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B341835,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Hexagon socket head screw DIN<br/>912 (ISO 4762).<br/>Steel 8.8&#44 zinc plated.
B341835,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345318,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345318,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345318,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345318,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345326,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345326,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345326,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345326,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345334,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345334,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345334,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345334,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345342,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345342,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345342,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345342,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345350,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345350,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345350,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345350,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345369,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345369,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345369,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345369,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345377,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345377,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345377,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345377,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345385,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345385,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345385,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345385,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345393,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345393,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345393,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345393,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345407,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345407,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345407,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345407,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345415,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345415,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345415,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345415,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345423,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B345423,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B345423,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B345423,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345431,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345458,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345466,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B345474,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B353272,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B353272,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B353272,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B353272,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B353477,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for cutting holes in various materials.
B353477,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,rpm* recommended speed.
B353477,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Made of HSS-Bi metal.<br/>For use in both manual machines and<br/>column drilling machines.<br/>Maximum cutting depth: 36mm.<br/>Number of tpi = 4 - 6pcs (variable teeth).
B353477,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B354910-100,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Stainless Steel version: Stainless Steel A2<br/>Cylinder head with hexagon and metric thread.
B354910-100,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,100
B354910-100,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A2 stainless steel with cylinder.
B354996-100,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Stainless Steel version: Stainless Steel A2<br/>Cylinder head with hexagon and metric thread.
B354996-100,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,100
B354996-100,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A2 stainless steel with cylinder.
B355828,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B355836,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B355950,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Chrome-Vanadium steel&#44 burnished.
B355950,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B355968,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Chrome-Vanadium steel&#44 burnished.
B355968,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B356441-200,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,EN-ISO 10511 / DIN 985.
B356441-200,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,200
B363251,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B3670-250,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,250
B36727,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard to<br/>reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts<br/>and nuts.
B36727,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Use Berner Super 6+ Multispray Art.No. :B14195 to<br/>lubricate the tool mechanism thus maintaining the<br/>condition of the pliers.
B36727,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Time saving&#44 due to the patented&#44 automatic adjusting to<br/>the material thickness. Whether thick or thin material you<br/>can adjust the clamp tension.<br/>Easy to handle&#44 non-slip surface and easy lock system.<br/>Also suitable for soft materials due to the adjustable<br/>tension control.
B36727,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B36728,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard to<br/>reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts<br/>and nuts.
B36728,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Use Berner Super 6+ Multispray Art.No. :B14195 to<br/>lubricate the tool mechanism thus maintaining the<br/>condition of the pliers.
B36728,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Time saving&#44 due to the patented&#44 automatic adjusting to<br/>the material thickness. Whether thick or thin material you<br/>can adjust the clamp tension.<br/>Easy to handle&#44 non-slip surface and easy lock system.<br/>Also suitable for soft materials due to the adjustable<br/>tension control.
B36728,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B3700-100,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,100
B370819,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B373974-10,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Interior.<br/>Dashboard and instrument lighting.
B373974-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B38272-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B38274-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B38275-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B38279-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B38283-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B38305-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B38496-25,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Application<br/>Alloyed&#44 High alloyed & non-susting stainless steels&#44 Nirosta&#44 Inox&#44 standard steel & sheet metal
B38496-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B38500-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B39045-2,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,In accordance with ADR / RID.<br/>Power consumption 1.0 W.<br/>Cable: 0.5m.<br/>90° cable connection.<br/>IP6K9K.<br/>TÜV approved.
B39045-2,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2
B404144-100,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
B404144-100,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,100
B404144-100,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc with hexagon head.
B404225-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
B404225-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
B404225-50,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc with hexagon head
B404276-25,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
B404276-25,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
B404276-25,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc with hexagon head.
B404381-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
B404381-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
B404381-50,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc with hexagon head.
B404454-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
B404454-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
B404454-50,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc with hexagon head.
B404551-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Electroplated version: Quality 8.8.<br/>Hexagon fully headed screw with metric thread.
